Season,Episode,Time_Stamp,Dialogue,NRC_Sentiment,AFINN_Sentiment,AFINN_Sentiment_Score,BING_Sentiment,Segment,HighControversial,MediumControversial,LowControversial
1,1,00:12:37,Not necessarily. Maybe I'm like their one millionth customer.,positive,Positive,2,Positive,1,0,0,0
1,1,00:12:40,"What? You're gonna spend $150,000 a week?",Neutral,Neutral,0,Neutral,1,0,0,14.29
1,1,00:12:42,Yeah.,Neutral,Positive,1,Neutral,1,0,0,0
1,1,00:12:42,On what?,Neutral,Neutral,0,Neutral,1,0,0,0
1,1,00:12:45,"Oh, my God! Peter, you bought the statue of David?","anticipation,fear,joy,positive,trust",Positive,1,Neutral,1,0,0,0
1,1,00:12:50,No. I just rented it. But they're gonna be ticked.,Neutral,Negative,-1,Neutral,1,0,0,0
1,1,00:12:52,The penis broke off while I was loading it into the car.,"fear,negative,sadness",Negative,-1,Negative,1,0,0,8.33
1,1,00:12:58,I shall call you Eduardo.,Neutral,Neutral,0,Neutral,1,0,0,20
1,1,00:13:00,"Peter, how can we afford this?",positive,Neutral,0,Positive,1,0,0,0
1,1,00:13:02,"You won't believe it, Mom! Dad's getting...",anticipation,Neutral,0,Neutral,1,0,0,0
1,1,00:13:04,A big raise!,Neutral,Positive,1,Neutral,1,0,33.33,0
1,1,00:13:05,"Peter, that's wonderful!","joy,positive,surprise,trust",Positive,4,Positive,1,0,0,0
1,1,00:13:07,"But, Dad, I thought...",anticipation,Neutral,0,Neutral,1,0,0,25
1,1,00:13:11,"The kind of raise that'll allow me to give my kids a big allowance just for keeping their big mouths shut. Come on, guys.","joy,positive,trust",Positive,5,Neutral,1,0,4.17,8.33
1,1,00:13:14,I'll buy us the most expensive meal we've ever had.,"anger,disgust,fear,negative,sadness",Neutral,0,Negative,1,0,0,0
1,1,00:13:17,"Yeah. I'd like 6,000 chicken fa-ji-tas, please.",fear,Positive,4,Positive,1,0,0,0
1,1,00:13:21,I beg your pardon?,"negative,positive,sadness",Positive,4,Negative,1,0,0,0
1,1,00:13:24,"And a So-sage McBiscuit, please.",Neutral,Positive,1,Neutral,1,0,0,0
1,1,00:13:27,"Peter, what's the big surprise?","fear,joy,positive,surprise",Positive,1,Neutral,1,0,0,0
1,1,00:13:29,You know how I always said you should be treated like a queen?,Neutral,Positive,2,Positive,1,0,0,0
1,1,00:13:32,I got you your own jester.,Neutral,Neutral,0,Neutral,1,0,0,0
1,1,00:13:35,Good to be here in New England.,"anticipation,joy,positive,surprise,trust",Positive,3,Positive,1,0,0,0
1,1,00:13:37,And what's the deal with New England anyway?,"anticipation,joy,positive,surprise,trust",Neutral,0,Neutral,1,0,0,0
1,1,00:13:39,"It's over 200 years old! Last time I checked, that's not that new.",anticipation,Neutral,0,Neutral,1,0,0,15.38
1,1,00:13:48,This is great.,Neutral,Positive,12,Positive,1,0,0,0
1,1,00:13:49,I can finally afford to give my little girl the lips she's always dreamed of.,"anticipation,disgust,joy,positive,surprise,trust",Neutral,0,Positive,1,0,0,6.67
1,1,00:13:53,"Thank you, Daddy!",Neutral,Positive,2,Positive,1,0,0,0
1,1,00:13:56,"I don't know, Peter. Lips are one thing.",Neutral,Neutral,0,Neutral,1,0,0,12.5
1,1,00:13:58,But did you have to buy breast implants for Chris?,Neutral,Neutral,0,Neutral,1,0,0,0
1,1,00:14:01,It makes him happy.,"anticipation,joy,positive,trust",Positive,3,Positive,1,0,0,25
1,1,00:14:02,These are cool.,positive,Positive,1,Positive,1,0,0,0
1,1,00:14:08,When did you get a pool?,positive,Neutral,0,Neutral,1,0,0,0
1,1,00:14:09,It's a moat.,trust,Neutral,0,Neutral,1,0,0,0
1,1,00:14:15,I know it's silly but my husband thinks our family needs extra protection now that we're rich.,"joy,negative,positive",Positive,1,Negative,1,0,5.88,5.88
1,1,00:14:17,Does it work?,Neutral,Neutral,0,Positive,1,0,0,0
1,1,00:14:18,It does keep the Black Knight at bay.,positive,Neutral,0,Neutral,1,0,0,12.5
1,1,00:14:25,Congratulations in all your success. Here's your welfare check.,"anticipation,joy,positive",Positive,4,Positive,1,0,0,0
1,1,00:14:29,What the...,Neutral,Neutral,0,Neutral,1,0,0,0
1,1,00:14:35,"Hi, honey.",positive,Neutral,0,Neutral,1,0,0,0
1,1,00:14:38,What?,Neutral,Neutral,0,Neutral,1,0,0,0
1,1,00:14:39,I know what I did was wrong. But I only did it for you and the kids.,negative,Negative,-2,Negative,1,0,0,0
1,1,00:14:43,Except for the jukebox in the bathroom. That was for Peter.,Neutral,Neutral,0,Neutral,1,0,0,0
1,1,00:14:46,"Yeah, from the American taxpayers. I am so mad I can't see straight.","anger,disgust,fear,negative,sadness",Negative,-1,Negative,1,7.69,0,0
1,1,00:14:53,No problem. We got money to get that fixed with enough left for us to buy our way out of any trouble our kids might get into.,"anger,anticipation,fear,joy,negative,positive,sadness,surprise,trust",Negative,-5,Negative,1,3.7,0,0
1,1,00:14:57,Just like the Kennedys.,Neutral,Positive,2,Positive,1,0,0,0
1,1,00:14:58,"I feel like I don't even know you anymore, Peter.",Neutral,Positive,2,Positive,1,0,0,10
1,1,00:15:04,The man I married would never think he could fix a problem just by spending money!,"anger,anticipation,fear,joy,negative,positive,sadness,surprise,trust",Negative,-2,Negative,1,12.5,0,0
1,1,00:15:07,"Boy, she's pretty pissed.","anticipation,joy,positive,trust",Negative,-3,Positive,1,0,0,25
1,1,00:15:09,Who thought fraud would be one of her buttons?,"anger,anticipation,negative",Negative,-4,Negative,1,0,0,11.11
1,1,00:15:11,Why have a jukebox in the john if your wife's mad at you?,"anger,disgust,fear,negative,sadness",Negative,-3,Negative,1,0,0,0
1,1,00:15:14,"Peter, you may have to return that money to the taxpayers.","anger,anticipation,joy,positive,surprise,trust",Neutral,0,Neutral,1,9.09,0,0
1,1,00:15:17,But I gotta make sure Lois knows I'm doing it.,Neutral,Neutral,0,Neutral,1,0,0,10
1,1,00:15:20,I need an event with thousands of people.,Neutral,Neutral,0,Neutral,1,0,0,12.5
1,1,00:15:22,Something that everybody cares about.,Neutral,Positive,2,Neutral,1,0,0,0
1,1,00:15:25,We might have to leave Rhode Island for this.,"negative,sadness,surprise",Negative,-1,Neutral,1,0,0,22.22
1,1,00:15:27,The air is electric here at Super Bowl XXXIII tonight!,"joy,positive,surprise",Positive,3,Positive,1,0,0,10
1,1,00:15:35,"Pat, it's safe to say that all these fans came out here to watch a game of football!","anticipation,fear,joy,positive,trust",Positive,1,Positive,1,0,0,11.11
1,1,00:15:37,"John, we're in commercial.","disgust,negative",Neutral,0,Neutral,1,0,0,0
1,1,00:15:39,"Yeah, I know. I'm just making conversation. Come on.",Neutral,Positive,1,Neutral,1,0,0,0
1,1,00:15:43,Football!,"anticipation,joy,positive",Neutral,0,Neutral,1,0,0,0
1,1,00:15:47,Amazing. You can barely drive a car. Yet you were allowed to fly a blimp?,Neutral,Positive,4,Positive,1,0,0,13.33
1,1,00:15:51,"Yeah, America's great, isn't it? Except for the South.",Neutral,Positive,4,Positive,1,0,0,0
1,1,00:15:53,"Boy, I hope Lois is watching.","anticipation,joy,positive,surprise,trust",Positive,2,Neutral,1,0,0,16.67
1,1,00:15:55,"Okay, taxpayers, here you go!",Neutral,Neutral,0,Neutral,1,0,0,0
1,1,00:15:59,"Looks like we're getting some rain here tonight, John.","disgust,negative",Positive,2,Positive,1,0,0,11.11
1,1,00:16:02,"Yeah. Hey, wait a second! This is no ordinary rain!","anticipation,negative",Neutral,0,Neutral,1,0,0,20
1,1,00:16:06,It's some kind of crazy money rain!,"anger,anticipation,fear,joy,negative,positive,sadness,surprise,trust",Neutral,0,Negative,1,14.29,0,28.57
1,1,00:16:08,I'm being told it's a man and his dog throwing cash out of a blimp.,"anger,anticipation,fear,joy,positive,trust",Neutral,0,Neutral,1,0,0,0
1,1,00:16:12,"Man. I hope this works. Otherwise, I'm gonna have to start dropping these.","anticipation,joy,positive,surprise,trust",Positive,2,Positive,1,0,0,7.69
1,1,00:16:20,The crowd is storming the field! This is pandemonium!,anger,Neutral,0,Negative,1,0,0,11.11
1,1,00:16:24,"Have you ever seen anything like this, Pat?",Neutral,Positive,2,Positive,1,0,0,0
1,1,00:16:31,"Just once. The 1975 Cotton Bowl. This is the old trying to make amends... ...for spending $150,000 a week in misappropriated welfare funds play.",positive,Neutral,0,Neutral,1,4.17,0,16.67
1,1,00:16:35,I don't care what it is! That guy's ruining a perfectly good game of football!,"anticipation,joy,positive,surprise,trust",Positive,6,Negative,1,0,0,0
1,1,00:16:40,Madden to Fox Security.,"anger,fear,negative",Neutral,0,Negative,1,25,0,0
1,1,00:16:40,Go ahead.,positive,Neutral,0,Neutral,1,0,0,0
1,1,00:16:43,"Take them down! Yes, sir.","positive,trust",Positive,1,Neutral,1,0,0,0
1,1,00:16:54,How was your shower?,Neutral,Neutral,0,Neutral,1,0,0,0
1,1,00:16:55,"I tell you, all of the rumors about dropping the soap are true.","joy,positive,trust",Positive,2,Negative,1,0,0,0
1,1,00:16:58,Really?,Neutral,Neutral,0,Neutral,1,0,0,0
1,1,00:16:59,You can't hold onto that thing to save your life.,"joy,positive,trust",Positive,2,Neutral,1,0,0,20
1,1,00:17:01,It was slipping everywhere. Guys were laughing.,"joy,positive",Positive,1,Neutral,1,0,0,14.29
1,1,00:17:04,There's the guy that couldn't hold the soap.,Neutral,Neutral,0,Neutral,1,0,0,25
1,1,00:17:06,That was classic.,positive,Neutral,0,Positive,1,0,0,0
1,1,00:17:08,Boy. I really let Lois down this time.,anticipation,Neutral,0,Neutral,1,0,0,25
1,1,00:17:11,Do you think she'll wait for me?,"anger,anticipation,fear,negative,sadness,surprise",Neutral,0,Neutral,1,0,0,14.29
1,1,00:17:14,"If every woman dumped her husband for crashing a blimp, no one would be married.",Neutral,Negative,-3,Negative,1,0,0,6.67
1,1,00:17:16,"Yeah, you're right. Okay, I got the top bunk.","anticipation,positive,trust",Positive,3,Positive,1,0,0,11.11
1,1,00:17:22,My collagen is wearing off.,Neutral,Neutral,0,Neutral,1,0,0,0
1,1,00:17:27,"Honey, sagging lips are just nature's way of telling you you shouldn't cover for your father's lie.","anger,disgust,negative,positive,sadness,trust",Neutral,0,Negative,1,0,0,0
1,1,00:17:30,What does it mean when your armpits cry stinky tears?,"negative,sadness",Negative,-3,Negative,1,0,0,0
1,1,00:17:33,It means you're becoming a man.,Neutral,Neutral,0,Neutral,1,0,0,0
1,1,00:17:39,But hopefully not the kind who stays out all day and doesn't call like your father who shall remain nameless.,"disgust,joy,negative,positive,trust",Positive,6,Positive,1,0,0,20
1,1,00:17:42,"Hello, Mother. Hi there, sweetie.","anticipation,joy,negative,positive,sadness,trust",Neutral,0,Neutral,1,0,0,20
1,1,00:17:45,"You know, Mother, life is like a box of chocolates.","anticipation,joy,negative,positive,sadness,trust",Positive,2,Positive,1,0,0,20
1,1,00:17:48,You never know what you're going to get.,Neutral,Neutral,0,Neutral,1,0,0,0
1,1,00:17:50,"Your life, however, is more like a box of active grenades!",Neutral,Positive,3,Positive,1,0,0,9.09
1,1,00:17:54,"Now, I offer one last chance for deliverance.","anticipation,joy,positive,surprise,trust",Positive,2,Neutral,1,0,0,0
1,1,00:17:57,Return my mind-control device or be destroyed.,"anger,fear,negative,sadness",Negative,-3,Neutral,1,0,0,0
1,1,00:18:01,You just want your toy back.,Neutral,Positive,1,Neutral,1,0,0,0
1,1,00:18:04,"Okay, here you go, honey.",positive,Neutral,0,Neutral,1,0,0,0
1,1,00:18:07,"Yes... Well, victory is mine!","anticipation,joy,positive,trust",Positive,1,Positive,1,0,0,0
1,1,00:18:13,Damn you all!,"anger,disgust,negative",Negative,-8,Negative,1,0,0,0
1,1,00:18:16,Hello?,Neutral,Neutral,0,Neutral,1,0,0,0
1,1,00:18:18,"Oh, my God!","anticipation,fear,joy,positive,trust",Positive,1,Neutral,1,0,0,0
1,1,00:18:25,"Lois, am I glad to see you.","anticipation,joy,positive",Positive,3,Positive,1,0,0,0
1,1,00:18:27,"I have nothing to say to you, Peter.",Neutral,Neutral,0,Neutral,1,0,0,0
1,1,00:18:29,I gave the money back. Why are you still steamed?,"anger,anticipation,joy,positive,surprise,trust",Neutral,0,Neutral,1,10,0,0
1,1,00:18:31,"Peter, you lied to me, you betrayed my trust.",trust,Negative,-4,Negative,1,0,0,0
1,1,00:18:34,"Compared to that, welfare fraud doesn't even matter.","anger,negative",Negative,-3,Negative,1,0,0,12.5
1,1,00:18:37,Really? Let's hope the judge feels that way.,"anticipation,joy,positive,surprise,trust",Positive,2,Neutral,1,12.5,0,0
1,1,00:18:41,This court will come to order.,"anger,anticipation,fear",Neutral,0,Neutral,1,16.67,0,0
1,1,00:18:46,I figured the sooner I cashed the check the sooner they'd catch their mistake.,"negative,sadness,surprise",Negative,-2,Negative,1,0,0,0
1,1,00:18:49,Why are we making a federal case out of this?,"fear,negative,sadness",Neutral,0,Neutral,1,0,0,0
1,1,00:18:54,Don't you think you should have alerted the government of such a gross overpayment?,"disgust,fear,negative",Negative,-2,Negative,1,7.14,0,0
1,1,00:19:02,I was gonna call them. But my favorite episode of Different Strokes was on. The one where Arnold and Dudley get sexually molested by the bike shop owner?,"joy,positive,trust",Positive,2,Positive,1,0,0,3.57
1,1,00:19:04,All right. Now I want you boys to scream real loud at my ass.,"anger,disgust,fear,negative,positive,surprise,trust",Negative,-5,Positive,1,0,0,7.14
1,1,00:19:08,And everybody learns a valuable lesson.,"anticipation,positive,trust",Neutral,0,Positive,1,0,0,0
1,1,00:19:10,"Mr. Griffin, have you learned a lesson?","anticipation,positive,trust",Neutral,0,Neutral,1,0,0,0
1,1,00:19:12,Yes. Stay the hell away from that bike shop.,"anger,disgust,fear,negative,sadness",Negative,-3,Negative,1,0,0,11.11
1,1,00:19:17,"Okay, everybody, I feel really bad about what I did. I just...","anger,disgust,fear,negative,sadness",Negative,-3,Negative,1,0,0,8.33
1,1,00:19:22,I don't know. I saw the one chance l'd ever have to give my family the things they deserve.,"anger,anticipation,positive,surprise,trust",Positive,2,Neutral,1,0,5.26,5.26
1,1,00:19:25,I guess I screwed it up. I cheated the government.,"anger,fear,negative,surprise",Negative,-5,Negative,1,10,0,0
1,1,00:19:28,"And worst of all, I lied to my wife.",Neutral,Negative,-5,Negative,1,0,0,0
1,1,00:19:31,And she deserves better.,Neutral,Positive,2,Positive,1,0,0,0
1,1,00:19:32,"I'm sorry, honey.",positive,Negative,-3,Negative,1,0,0,0
1,1,00:19:34,"Mr. Griffin, I think your words have touched us all.","anger,negative",Neutral,0,Neutral,1,0,0,0
1,1,00:19:37,I'm sentencing you to 24 months in prison.,"anger,fear,negative,sadness",Negative,-4,Negative,1,12.5,0,12.5
1,1,00:19:39,No!,Neutral,Negative,-1,Neutral,1,0,0,0
1,1,00:19:40,No!,Neutral,Negative,-1,Neutral,1,0,0,0
1,1,00:19:40,No!,Neutral,Negative,-1,Neutral,1,0,0,0
1,1,00:19:42,No!,Neutral,Negative,-1,Neutral,1,0,0,0
1,1,00:19:43,Yeah!,Neutral,Positive,1,Neutral,1,0,0,0
1,1,00:19:50,"Excuse me, Your Honor? Yes?","negative,positive,trust",Positive,2,Negative,1,0,0,0
1,1,00:19:53,"Look, my husband may be a bit thoughtless at times.","anger,disgust,negative",Negative,-2,Negative,1,0,0,20
1,1,00:19:56,He may even be downright stupid.,"negative,trust",Negative,-2,Negative,1,0,0,0
1,1,00:20:02,But I know he only accepted that money because he wanted to be a good husband and father.,"anger,anticipation,joy,positive,surprise,trust",Positive,4,Positive,1,5.56,0,11.11
1,1,00:20:05,But what he needs to remember is that we love him.,"joy,positive",Positive,3,Positive,1,0,0,0
1,1,00:20:08,"And no matter what, I'll always stand by him.","anger,disgust,fear,negative,sadness",Neutral,0,Neutral,1,0,0,11.11
1,1,00:20:11,"I love you too, honey.","joy,positive",Positive,6,Positive,1,0,0,0
1,1,00:20:13,"That was very moving, Mrs. Griffin. Okay, you can go to jail with him!","fear,negative,sadness",Neutral,0,Neutral,1,0,0,0
1,1,00:20:17,What?,Neutral,Neutral,0,Neutral,1,0,0,0
1,1,00:20:22,Intolerable as it may be l'm completely dependent upon those wretched drones for sustenance.,"anger,disgust,negative,positive,sadness,trust",Neutral,0,Negative,1,0,0,0
1,1,00:20:29,Let us see how the constitution of American justice fares against the device!,"positive,trust",Positive,2,Neutral,1,15.38,0,0
1,1,00:20:41,Is that your boy?,Neutral,Neutral,0,Neutral,1,0,0,25
1,1,00:20:42,What? Yeah. That's Stewie.,Neutral,Positive,1,Neutral,1,0,0,0
1,1,00:20:44,Gosh. I can't separate a kid that young from his father. It's unjudgmenly.,trust,Neutral,0,Neutral,1,0,0,7.69
1,1,00:20:49,"Hell, you've learned your lesson, right?","anger,anticipation,disgust,fear,negative,positive,sadness,trust",Negative,-4,Negative,1,0,0,0
1,1,00:20:49,Yeah.,Neutral,Positive,1,Neutral,1,0,0,0
1,1,00:20:51,All right. You're free.,Neutral,Positive,1,Positive,1,0,0,0
1,1,00:20:51,Wow! Can you give me my job back?,positive,Positive,4,Positive,1,12.5,0,0
1,1,00:20:54,No.,Neutral,Negative,-1,Neutral,1,0,0,0
1,1,00:20:56,Yes.,Neutral,Positive,1,Neutral,1,0,0,0
1,1,00:20:56,All right!,Neutral,Neutral,0,Positive,1,0,0,0
1,1,00:21:02,"That was a crazy one, Dick.","anger,fear,negative,sadness",Negative,-6,Negative,1,0,0,0
1,1,00:21:09,It sure was. In this next blooper from Joanie Loves Chachi watch what happens when Scott Baio tries to say: She sells seashells down by the seashore.,"anticipation,fear",Neutral,0,Positive,1,0,0,3.7
1,1,00:21:12,What does your mom do?,Neutral,Neutral,0,Neutral,1,0,0,0
1,1,00:21:13,She sells seashells down by the...,Neutral,Neutral,0,Neutral,1,0,0,0
1,1,00:21:17,That is kind of a tongue twister.,"joy,positive,trust",Positive,2,Neutral,1,0,0,14.29
1,1,00:21:18,"It's good to have you home, Peter.","anticipation,joy,positive,surprise,trust",Positive,3,Positive,1,0,0,0
1,1,00:21:20,"Honey, I knew everything would turn out okay.",positive,Neutral,0,Neutral,1,0,0,0
1,1,00:21:23,I sure am gonna miss being rich.,Neutral,Neutral,0,Negative,1,0,0,0
1,1,00:21:24,Don't worry. I got a way to get money.,"anger,anticipation,fear,joy,negative,positive,sadness,surprise,trust",Negative,-3,Negative,1,11.11,0,0
1,1,00:21:26,Not another welfare scam?,Neutral,Negative,-2,Negative,1,0,0,0
1,1,00:21:28,No. Minority scholarship.,"joy,negative,positive",Negative,-1,Neutral,1,0,0,0
1,1,00:21:37,No. Are you insane?,"anger,fear,negative",Negative,-3,Negative,1,0,0,0
1,1,00:21:40,"Okay, I mean sexual harassment suit.",Neutral,Neutral,0,Negative,1,0,0,0
1,1,00:21:44,No. Don't think so.,Neutral,Negative,-1,Neutral,1,0,0,0
1,2,00:00:05,Look at Stewie.,Neutral,Neutral,0,Neutral,1,0,0,0
1,2,00:00:07,Isn't he adorable playing with his Sesame Street phone?,"joy,positive",Positive,3,Positive,1,0,0,22.22
1,2,00:00:10,Put me through to the Pentagon.,Neutral,Neutral,0,Neutral,1,0,0,16.67
1,2,00:00:12,What sound does a cow make? Don't toy with me!,Neutral,Neutral,0,Neutral,1,0,0,10
1,2,00:00:15,I've already dispatched with Mr. Hooper. I've six armed men outside Big Bird's nest.,"anger,fear,negative,positive,trust",Positive,1,Neutral,1,0,0,7.14
1,2,00:00:19,And as for Linda?,Neutral,Neutral,0,Neutral,1,0,0,0
1,2,00:00:21,"It's difficult for a deaf woman to hear an assassin approach, isn't it?","anger,fear,negative,sadness",Negative,-1,Negative,1,0,0,0
1,2,00:00:24,Can you count to three? Indeed I can.,"positive,trust",Neutral,0,Neutral,1,0,0,0
1,2,00:00:27,One! Two! Three!,Neutral,Neutral,0,Neutral,1,0,0,0
1,2,00:00:59,"Can I count to three? For God's sake, I'm already shooting at a fifth-grade level. It seems today that all you see is violence in movies and sex on TV But where are those good, old-fashioned values on which we used to rely? Lucky there's a family guy Lucky there's a man who'll positively tell you all the things that make us laugh 'n' cry He's a family guy","anger,anticipation,fear,joy,negative,positive,sadness,surprise,trust",Positive,8,Positive,1,4.35,2.9,5.8
